,Country Name,Country Code,Region Code,Subsample,Income Level Name,Income Level Code,Year of survey,Survey Data Source,Survey Type,Total population,"Children, aged 0-14","Youth, aged 15-24","Adult, aged 25-64","Elderly, aged 65+",Urban Population (% of total Population)," Working Age Population, aged 15-64 (% of total Pop.)","Dependency Rate, all compared to 15-64","Youth Dependency Rate, younger than 15 compared to 15-64","Old Age Dependency Rate, older than 64 compared to 15-64","Labor Force, aged 15-64","Labor Force Participation Rate, aged 15-64","Female Labor Force Participation Rate, aged 15-64","Not in labor force or education rate among youth, aged 15-24",Share of workers (aged 15-64) with more than one jobs in last week,"Employment to Population Ratio, aged 15-64","Employment Rate, aged 15-64 ","Unemployment Rate, aged 15-64","Youth Employment Rate, aged 15-24","Youth Unemployment Rate, aged 15-24","Wage employees, aged 15-64 ","Self-employed, aged 15-64","Unpaid, aged 15-64","Employers, aged 15-64","Unpaid or Self-employed, age 15-64","Share of informal jobs, aged 15-64",Share of work contract,Share of health insurance,Share of social security,"Public sector employment, aged 15-64"," Agriculture, aged 15-64"," Industry, aged 15-64"," Services, aged 15-64","Mining, aged 15-64","Manufacturing, aged 15-64","Electricity and utilities, aged 15-64","Construction, aged 15-64","Commerce, aged 15-64","Transport & Communication, aged 15-64","Financial and Business Services, aged 15-64","Public Administration, aged 15-64","Other services, aged 15-64"," Female in non-agricultural employment, aged 15-64","Youth in non-agricultural employment, aged 15-64","Non-Agricultural wage employment, aged 15-64","Non-Agricultural unpaid employment, aged 15-64","Non-Agricultural employer, aged 15-64","Non-Agricultural self-employed, aged 15-64","Youth Non-Agricultural wage employment, aged 15-24","Wage employment in agriculture, aged 15-64","Wage employment in industry, aged 15-64","Wage employment in services, aged 15-64"," Senior Officials, aged 15-64"," Professionals, aged 15-64"," Technicians, aged 15-64"," Clerks, aged 15-64"," Service and Market Sales, aged 15-64"," Skilled Agriculture, aged 15-64"," Craft Workers, aged 15-64"," Machine Operators, aged 15-64"," Elementary Occupations, aged 15-64", Armed Forces,Average weekly working hours,"Underemployment, <35 hours per week","Excessive working hours,>48 hours per week","Median Earnings for wage workers per hour, local nominal currency","Median Earnings for wage workers per month, local nominal currency","Median Earnings for wage workers per month in agriculture, local nominal currenc","Median Earnings for wage workers per month in industry, local nominal currency","Median Earnings for wage workers per month in service, local nominal currency","Median Earnings for wage workers per hour,  deflated to 2011 local currency valu","Real Median Hourly  Wages in USD (base 2011), PPP adjusted","Median Earnings for wage workers per month, deflated to 2011 local currency valu","Real Median Monthly Wages in USD (base 2011), PPP adjusted","Female to Male gender wage gap, calculated with median wages","Public to Private wage gap, calculated with median wages", No Education, Primary Education, Secondary Education, Post Secondary Education,"Mean number of years of education completed, aged 17 and older",Enrollment rate for individuals aged 6-16,Individual age,Mean age of worker between 15-64,"Mean age of worker in agriculture, between 15-64","Mean age of worker in industry, between 15-64","Mean age of worker in services, between 15-64","Mean age of wage worker, between 15-64","Mean age of self-employed or unpaid worker, between 15-64","Mean age of employer, between 15-64",Total flags in survey,"Percentile (100 = max), total flags",Flags over max number of flags,"Percentile (100 = max), share of flags"
10,Belarus,BLR,ECS,Urban,Upper middle income,UMC,1998,BLR_1998_I2D2_HBS_V01_M_V03_A.dta,I2D2,7033628,0.2,0.16,0.54,0.09,1.0,0.71,,,,3391276,0.82,0.78,0.13,,0.81,0.99,0.01,0.98,0.02,0.96,0.04,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.8,0.2,10.45,,34.61,39.6,,,,39.8,34.61,43.44,106.0,86.0,0.15,89.0
11,Belarus,BLR,ECS,Urban,Upper middle income,UMC,1999,BLR_1999_I2D2_HBS_V01_M_V03_A.dta,I2D2,7034189,0.18,0.17,0.55,0.1,1.0,0.71,,,,3450633,0.83,0.8,0.12,,0.81,0.98,0.02,0.98,0.02,0.96,0.04,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.79,0.2,10.6,,35.63,39.54,,,,39.72,34.9,41.55,110.0,87.0,0.15,89.0
12,Belarus,BLR,ECS,Urban,Upper middle income,UMC,2000,BLR_2000_I2D2_HSS_V01_M_V04_A.dta,I2D2,6916719,0.18,0.15,0.56,0.11,1.0,0.71,,,,3362211,0.81,0.79,0.14,,0.8,0.99,0.01,0.98,0.02,0.95,0.05,0.0,0.0,0.05,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.8,0.2,10.69,,36.5,39.89,,,,40.13,35.37,38.0,106.0,86.0,0.15,88.0
13,Belarus,BLR,ECS,Urban,Upper middle income,UMC,2001,BLR_2001_I2D2_HSS_V01_M_V03_A.dta,I2D2,7053680,0.17,0.17,0.54,0.12,1.0,0.71,,,,3390402,0.82,0.8,0.1,,0.81,0.99,0.01,0.99,0.01,0.95,0.05,0.0,0.0,0.05,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.79,0.2,8.72,,36.59,39.7,,,,39.88,35.7,47.39,107.0,86.0,0.15,89.0
14,Belarus,BLR,ECS,Urban,Upper middle income,UMC,2002,BLR_2002_I2D2_HSS_V01_M_V03_A.dta,I2D2,7129909,0.15,0.18,0.54,0.13,1.0,0.72,,,,3360533,0.82,0.79,0.16,,0.81,1.0,0.0,0.99,0.01,0.95,0.05,0.0,0.0,0.05,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.81,0.19,10.52,,37.44,40.26,,,,40.39,37.74,38.38,106.0,86.0,0.15,88.0
15,Belarus,BLR,ECS,Urban,Upper middle income,UMC,2005,BLR_2005_I2D2_HSS_V01_M_V03_A.dta,I2D2,6926939,0.15,0.18,0.55,0.11,1.0,0.73,,,,3770345,0.84,0.82,0.05,,0.74,0.88,0.12,0.44,0.56,0.95,0.04,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.09,0.72,0.2,10.68,,36.64,39.87,,,,39.98,37.91,35.36,100.0,83.0,0.14,87.0
16,Belarus,BLR,ECS,Urban,Upper middle income,UMC,2006,BLR_2006_I2D2_HSS_V01_M_V04_A.dta,I2D2,6868019,0.16,0.17,0.55,0.12,1.0,0.72,,,,3783522,0.83,0.81,0.11,,0.74,0.89,0.11,0.46,0.54,0.96,0.04,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.08,0.7,0.23,12.76,,36.88,40.01,,,,40.13,37.26,35.71,99.0,82.0,0.14,87.0
17,Belarus,BLR,ECS,Urban,Upper middle income,UMC,2007,BLR_2007_I2D2_HSS_V01_M_V03_A.dta,I2D2,6944811,0.17,0.16,0.56,0.12,1.0,0.72,,,,3731010,0.81,0.79,0.51,,0.77,0.95,0.05,0.89,0.11,0.96,0.03,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.07,0.69,0.24,12.87,,36.93,39.91,,,,39.94,38.37,42.02,95.0,79.0,0.13,85.0
18,Belarus,BLR,ECS,Urban,Upper middle income,UMC,2008,BLR_2008_I2D2_HSS_V01_M_V03_A.dta,I2D2,6881941,0.16,0.16,0.57,0.11,1.0,0.73,,,,3779039,0.82,0.78,0.49,,0.77,0.95,0.05,0.87,0.13,0.97,0.03,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.06,0.7,0.24,12.94,,36.73,39.86,,,,39.91,38.47,38.79,95.0,79.0,0.13,85.0
19,Belarus,BLR,ECS,Urban,Upper middle income,UMC,2009,BLR_2009_I2D2_HSS_V01_M_V03_A.dta,I2D2,7385864,0.16,0.16,0.57,0.11,1.0,0.73,,,,3962749,0.8,0.77,0.54,,0.77,0.97,0.03,0.93,0.07,0.98,0.0,0.0,0.02,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.06,0.7,0.24,12.97,,36.99,40.28,,,,40.29,40.47,39.4,107.0,86.0,0.14,88.0
20,Belarus,BLR,ECS,Urban,Upper middle income,UMC,2010,BLR_2010_I2D2_HSS_V01_M_V03_A.dta,I2D2,7052334,0.17,0.13,0.58,0.11,1.0,0.72,,,,3745556,0.8,0.76,0.54,,0.76,0.95,0.05,0.9,0.1,0.98,0.0,0.0,0.02,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05,0.71,0.25,13.08,,37.81,40.82,,,,40.82,40.46,41.07,95.0,79.0,0.13,85.0
21,Belize,BLZ,LCN,Urban,Upper middle income,UMC,1993,BLZ_1993_I2D2_LFS.dta,I2D2,104513,0.39,0.21,0.34,0.06,1.0,0.55,,,,36677,0.64,0.5,0.18,0.02,0.59,0.92,0.08,0.85,0.15,0.78,0.14,0.02,0.06,0.16,,,,,0.0,0.04,0.24,0.72,0.0,0.12,0.03,0.09,0.24,0.07,0.05,0.31,0.06,0.98,0.97,0.72,0.02,0.05,0.12,0.97,0.47,0.81,0.79,0.08,0.03,0.15,0.1,0.16,0.03,0.17,0.07,0.21,0.01,43.11,0.19,0.23,3.91,706.06,608.3,760.38,701.72,0.06,0.05,10.3,8.77,0.86,,0.04,0.48,0.35,0.13,8.79,0.77,24.76,33.11,37.05,31.69,33.49,31.36,38.94,40.77,54.0,40.0,0.05,36.0
22,Belize,BLZ,LCN,Urban,Upper middle income,UMC,1994,BLZ_1994_I2D2_LFS.dta,I2D2,101249,0.4,0.19,0.36,0.05,1.0,0.54,,,,34310,0.62,0.47,0.18,0.01,0.57,0.92,0.08,0.86,0.14,0.78,0.15,0.02,0.05,0.17,,,,,0.0,0.03,0.23,0.75,0.01,0.13,0.03,0.06,0.25,0.08,0.06,0.28,0.07,1.0,0.98,0.72,0.02,0.04,0.14,0.98,0.63,0.8,0.78,0.1,0.03,0.16,0.1,0.14,0.02,0.16,0.09,0.18,0.0,43.19,0.14,0.2,3.75,685.06,560.51,738.65,706.06,0.05,0.05,9.74,8.3,0.91,,0.05,0.47,0.34,0.14,8.86,0.79,24.55,34.15,40.03,33.62,34.16,32.2,40.31,43.13,45.0,28.0,0.04,24.0
23,Belize,BLZ,LCN,Urban,Upper middle income,UMC,1996,BLZ_1996_I2D2_LFS.dta,I2D2,108733,0.38,0.2,0.36,0.06,1.0,0.55,,,,36536,0.61,0.46,0.21,0.02,0.54,0.88,0.12,0.77,0.23,0.75,0.16,0.02,0.07,0.18,,,,,0.0,0.04,0.23,0.74,0.0,0.14,0.02,0.07,0.27,0.1,0.05,0.31,0.01,1.0,0.98,0.65,0.01,0.05,0.13,0.98,0.39,0.75,0.77,0.1,0.03,0.14,0.1,0.15,0.04,0.15,0.07,0.2,0.01,42.01,0.24,0.21,4.33,760.38,651.75,651.75,787.53,0.06,0.05,9.92,8.45,0.86,,0.04,0.43,0.37,0.16,8.85,0.93,25.07,34.68,41.75,34.43,34.53,32.71,39.98,42.93,70.0,61.0,0.06,50.0
24,Belize,BLZ,LCN,Urban,Upper middle income,UMC,1997,BLZ_1997_I2D2_LFS.dta,I2D2,106910,0.38,0.2,0.35,0.06,1.0,0.55,,,,38456,0.65,0.51,0.16,0.03,0.56,0.87,0.13,0.75,0.25,0.74,0.18,0.02,0.06,0.2,,,,,0.0,0.04,0.24,0.72,0.0,0.14,0.02,0.08,0.24,0.08,0.06,0.26,0.07,0.99,0.97,0.68,0.02,0.05,0.16,0.97,0.46,0.67,0.78,0.12,0.04,0.12,0.11,0.17,0.02,0.15,0.07,0.2,0.01,42.08,0.23,0.22,4.13,760.38,608.3,703.89,760.38,0.05,0.05,9.8,8.35,0.91,,0.03,0.46,0.36,0.15,9.17,0.94,25.19,34.54,40.53,34.05,34.49,32.51,39.95,41.85,43.0,24.0,0.04,22.0
25,Belize,BLZ,LCN,Urban,Upper middle income,UMC,1998,BLZ_1998_I2D2_LFS.dta,I2D2,115622,0.37,0.21,0.36,0.06,1.0,0.57,,,,41034,0.62,0.49,0.17,0.02,0.55,0.88,0.12,0.76,0.24,0.75,0.16,0.02,0.08,0.17,,,,,0.0,0.04,0.2,0.76,0.0,0.11,0.02,0.07,0.31,0.07,0.06,0.27,0.05,0.99,0.97,0.73,0.01,0.07,0.14,0.97,0.38,0.75,0.77,0.13,0.04,0.13,0.1,0.15,0.02,0.14,0.07,0.21,0.01,42.32,0.28,0.23,4.47,760.38,521.4,760.38,760.38,0.06,0.05,9.59,8.17,0.94,,0.03,0.44,0.38,0.15,9.22,0.92,25.69,34.86,39.33,34.18,34.81,32.78,40.54,41.9,55.0,42.0,0.05,38.0
26,Belize,BLZ,LCN,Urban,Upper middle income,UMC,1999,BLZ_1999_I2D2_LFS.dta,I2D2,112704,0.36,0.2,0.37,0.06,1.0,0.58,,,,40753,0.63,0.49,0.15,0.02,0.55,0.88,0.12,0.76,0.24,0.72,0.19,0.01,0.08,0.2,,,,,0.0,0.04,0.2,0.77,0.01,0.1,0.02,0.07,0.3,0.08,0.06,0.28,0.05,1.0,0.96,0.7,0.01,0.07,0.18,0.96,0.35,0.67,0.75,0.17,0.04,0.13,0.1,0.14,0.02,0.14,0.06,0.19,0.01,42.65,0.19,0.19,4.34,760.38,825.55,782.1,760.38,0.05,0.05,9.35,7.96,0.96,,0.04,0.44,0.38,0.15,9.16,0.94,25.87,34.72,38.35,34.79,34.5,32.48,39.64,42.21,45.0,28.0,0.04,24.0
27,Bolivia,BOL,LCN,Urban,Lower middle income,LMC,1997,BOL_1997_I2D2_ENE_V01_M_V03_A.dta,I2D2,4810322,0.37,0.21,0.38,0.04,1.0,0.59,,,,1789869,0.63,0.52,0.1,0.08,0.62,0.98,0.02,0.96,0.04,0.49,0.36,0.08,0.07,0.44,,,,,0.0,0.05,0.3,0.65,0.03,0.18,0.01,0.09,0.29,0.08,0.04,0.04,0.19,0.96,0.95,0.48,0.06,0.07,0.35,0.92,0.26,0.51,0.49,0.04,0.04,0.11,0.05,0.26,0.05,0.26,0.09,0.12,0.0,46.07,0.27,0.38,4.01,705.52,705.52,738.65,695.2,0.08,0.03,14.24,4.93,0.64,,0.05,0.36,0.38,0.22,9.13,0.95,24.98,35.38,37.94,33.93,35.86,33.22,37.09,39.58,46.0,29.0,0.04,24.0
28,Bolivia,BOL,LCN,Urban,Lower middle income,LMC,1999,BOL_1999_I2D2_ECH_V01_M_V03_A.dta,I2D2,5035535,0.36,0.22,0.39,0.03,1.0,0.61,,,,2006930,0.65,0.55,0.11,0.08,0.61,0.94,0.06,0.87,0.13,0.49,0.39,0.07,0.04,0.46,0.8,,,0.2,0.0,0.04,0.28,0.68,0.01,0.18,0.0,0.09,0.32,0.09,0.04,0.04,0.18,0.98,0.97,0.48,0.06,0.04,0.38,0.95,0.25,0.5,0.5,0.03,0.07,0.08,0.06,0.25,0.03,0.28,0.08,0.12,0.0,46.78,0.27,0.39,5.08,941.42,941.42,940.69,964.95,0.09,0.03,17.28,5.98,0.74,,0.04,0.36,0.36,0.25,9.52,0.96,24.82,35.42,39.07,34.55,35.59,33.44,37.09,39.86,37.0,17.0,0.03,10.0
29,Bolivia,BOL,LCN,Urban,Lower middle income,LMC,2000,BOL_2000_I2D2_ECH_V01_M_V03_A.dta,I2D2,5268526,0.36,0.22,0.38,0.04,1.0,0.6,,,,2131024,0.67,0.57,0.14,0.08,0.62,0.92,0.08,0.86,0.14,0.5,0.41,0.06,0.03,0.47,0.81,,,0.19,0.0,0.05,0.29,0.67,0.02,0.16,0.01,0.11,0.3,0.07,0.06,0.04,0.2,0.97,0.94,0.49,0.05,0.03,0.39,0.91,0.32,0.53,0.5,0.02,0.05,0.1,0.06,0.23,0.03,0.26,0.08,0.16,0.0,47.81,0.25,0.42,4.6,936.53,733.74,940.69,940.69,0.08,0.03,16.43,5.68,0.7,,0.04,0.32,0.4,0.24,9.53,0.92,24.88,35.24,35.79,33.95,35.77,33.03,37.24,41.03,37.0,17.0,0.03,10.0
