,Country Name,Country Code,Region Code,Subsample,Income Level Name,Income Level Code,Year of survey,Survey Data Source,Survey Type,Total population,"Children, aged 0-14","Youth, aged 15-24","Adult, aged 25-64","Elderly, aged 65+",Urban Population (% of total Population)," Working Age Population, aged 15-64 (% of total Pop.)","Dependency Rate, all compared to 15-64","Youth Dependency Rate, younger than 15 compared to 15-64","Old Age Dependency Rate, older than 64 compared to 15-64","Labor Force, aged 15-64","Labor Force Participation Rate, aged 15-64","Female Labor Force Participation Rate, aged 15-64","Not in labor force or education rate among youth, aged 15-24",Share of workers (aged 15-64) with more than one jobs in last week,"Employment to Population Ratio, aged 15-64","Employment Rate, aged 15-64 ","Unemployment Rate, aged 15-64","Youth Employment Rate, aged 15-24","Youth Unemployment Rate, aged 15-24","Wage employees, aged 15-64 ","Self-employed, aged 15-64","Unpaid, aged 15-64","Employers, aged 15-64","Unpaid or Self-employed, age 15-64","Share of informal jobs, aged 15-64",Share of work contract,Share of health insurance,Share of social security,"Public sector employment, aged 15-64"," Agriculture, aged 15-64"," Industry, aged 15-64"," Services, aged 15-64","Mining, aged 15-64","Manufacturing, aged 15-64","Electricity and utilities, aged 15-64","Construction, aged 15-64","Commerce, aged 15-64","Transport & Communication, aged 15-64","Financial and Business Services, aged 15-64","Public Administration, aged 15-64","Other services, aged 15-64"," Female in non-agricultural employment, aged 15-64","Youth in non-agricultural employment, aged 15-64","Non-Agricultural wage employment, aged 15-64","Non-Agricultural unpaid employment, aged 15-64","Non-Agricultural employer, aged 15-64","Non-Agricultural self-employed, aged 15-64","Youth Non-Agricultural wage employment, aged 15-24","Wage employment in agriculture, aged 15-64","Wage employment in industry, aged 15-64","Wage employment in services, aged 15-64"," Senior Officials, aged 15-64"," Professionals, aged 15-64"," Technicians, aged 15-64"," Clerks, aged 15-64"," Service and Market Sales, aged 15-64"," Skilled Agriculture, aged 15-64"," Craft Workers, aged 15-64"," Machine Operators, aged 15-64"," Elementary Occupations, aged 15-64", Armed Forces,Average weekly working hours,"Underemployment, <35 hours per week","Excessive working hours,>48 hours per week","Median Earnings for wage workers per hour, local nominal currency","Median Earnings for wage workers per month, local nominal currency","Median Earnings for wage workers per month in agriculture, local nominal currenc","Median Earnings for wage workers per month in industry, local nominal currency","Median Earnings for wage workers per month in service, local nominal currency","Median Earnings for wage workers per hour,  deflated to 2011 local currency valu","Real Median Hourly  Wages in USD (base 2011), PPP adjusted","Median Earnings for wage workers per month, deflated to 2011 local currency valu","Real Median Monthly Wages in USD (base 2011), PPP adjusted","Female to Male gender wage gap, calculated with median wages","Public to Private wage gap, calculated with median wages", No Education, Primary Education, Secondary Education, Post Secondary Education,"Mean number of years of education completed, aged 17 and older",Enrollment rate for individuals aged 6-16,Individual age,Mean age of worker between 15-64,"Mean age of worker in agriculture, between 15-64","Mean age of worker in industry, between 15-64","Mean age of worker in services, between 15-64","Mean age of wage worker, between 15-64","Mean age of self-employed or unpaid worker, between 15-64","Mean age of employer, between 15-64",Total flags in survey,"Percentile (100 = max), total flags",Flags over max number of flags,"Percentile (100 = max), share of flags"
10,Bosnia and Herzegovina,BIH,ECS,Female,Upper middle income,UMC,2007,BIH_2007_I2D2_HBS_V01_M_V02_A.dta,I2D2,1762908,0.17,0.14,0.53,0.17,0.4,0.67,,,,413103,0.35,0.35,0.87,,0.27,0.77,0.23,0.86,0.14,0.81,0.11,0.04,0.04,0.16,0.13,0.87,,,0.01,0.12,0.17,0.71,0.01,0.14,0.02,0.01,0.29,0.03,0.05,0.05,0.3,0.88,0.88,0.79,0.01,0.03,0.05,0.87,0.13,0.94,0.89,0.02,0.11,0.14,0.15,0.29,0.1,0.04,0.03,0.12,0.0,,,,,,,,,,,,,,,0.07,0.38,0.47,0.08,,,39.44,39.96,41.96,40.36,39.54,39.61,41.28,41.61,86.0,73.0,0.09,71.0
11,Belarus,BLR,ECS,Female,Upper middle income,UMC,1998,BLR_1998_I2D2_HBS_V01_M_V03_A.dta,I2D2,5574673,0.19,0.14,0.53,0.14,0.68,0.67,,,,2395286,0.76,0.76,0.15,,0.75,0.99,0.01,0.99,0.01,0.92,0.02,0.0,0.06,0.02,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.81,0.17,9.64,,37.72,39.01,,,,39.04,34.61,39.72,106.0,86.0,0.15,89.0
12,Belarus,BLR,ECS,Female,Upper middle income,UMC,1999,BLR_1999_I2D2_HBS_V01_M_V03_A.dta,I2D2,5638678,0.18,0.14,0.52,0.15,0.68,0.67,,,,2459778,0.77,0.77,0.11,,0.76,0.99,0.01,0.99,0.01,0.92,0.02,0.0,0.06,0.02,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,0.79,0.18,9.73,,38.4,38.83,,,,38.85,35.74,39.24,110.0,87.0,0.15,89.0
13,Belarus,BLR,ECS,Female,Upper middle income,UMC,2000,BLR_2000_I2D2_HSS_V01_M_V04_A.dta,I2D2,5406450,0.16,0.14,0.54,0.16,0.7,0.67,,,,2398311,0.77,0.77,0.13,,0.76,0.99,0.01,0.99,0.01,0.92,0.02,0.0,0.06,0.02,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.8,0.18,9.89,,39.65,39.46,,,,39.51,36.42,39.82,106.0,86.0,0.15,88.0
14,Belarus,BLR,ECS,Female,Upper middle income,UMC,2001,BLR_2001_I2D2_HSS_V01_M_V03_A.dta,I2D2,5627105,0.15,0.14,0.52,0.19,0.69,0.66,,,,2425598,0.77,0.77,0.12,,0.76,0.99,0.01,0.99,0.01,0.93,0.02,0.0,0.05,0.02,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.79,0.18,8.09,,40.74,39.68,,,,39.69,35.67,40.89,107.0,86.0,0.15,89.0
15,Belarus,BLR,ECS,Female,Upper middle income,UMC,2002,BLR_2002_I2D2_HSS_V01_M_V03_A.dta,I2D2,5679513,0.13,0.16,0.52,0.2,0.69,0.67,,,,2446085,0.78,0.78,0.16,,0.78,1.0,0.0,1.0,0.0,0.93,0.02,0.0,0.05,0.02,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.81,0.17,9.61,,41.47,40.59,,,,40.57,38.63,41.63,106.0,86.0,0.15,88.0
16,Belarus,BLR,ECS,Female,Upper middle income,UMC,2005,BLR_2005_I2D2_HSS_V01_M_V03_A.dta,I2D2,5537369,0.14,0.15,0.53,0.18,0.68,0.68,,,,2717257,0.8,0.8,0.06,,0.72,0.9,0.1,0.41,0.59,0.91,0.02,0.0,0.07,0.02,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.09,0.72,0.18,9.87,,40.53,40.34,,,,40.31,39.6,41.01,100.0,83.0,0.14,87.0
17,Belarus,BLR,ECS,Female,Upper middle income,UMC,2006,BLR_2006_I2D2_HSS_V01_M_V04_A.dta,I2D2,5430146,0.14,0.14,0.54,0.18,0.69,0.68,,,,2680083,0.78,0.78,0.13,,0.71,0.91,0.09,0.48,0.52,0.92,0.01,0.0,0.07,0.01,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.09,0.7,0.21,12.02,,41.16,40.24,,,,40.18,39.27,41.19,99.0,82.0,0.14,87.0
18,Belarus,BLR,ECS,Female,Upper middle income,UMC,2007,BLR_2007_I2D2_HSS_V01_M_V03_A.dta,I2D2,5506520,0.14,0.14,0.54,0.19,0.69,0.68,,,,2649348,0.77,0.77,0.51,,0.74,0.96,0.04,0.91,0.09,0.98,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.08,0.71,0.21,12.14,,41.23,40.26,,,,40.28,38.6,40.27,95.0,79.0,0.13,85.0
19,Belarus,BLR,ECS,Female,Upper middle income,UMC,2008,BLR_2008_I2D2_HSS_V01_M_V03_A.dta,I2D2,5509647,0.14,0.14,0.55,0.17,0.69,0.69,,,,2694686,0.76,0.76,0.53,,0.73,0.96,0.04,0.89,0.11,0.98,0.02,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.07,0.71,0.21,12.25,,40.82,40.5,,,,40.52,40.51,31.91,95.0,79.0,0.13,85.0
20,Belarus,BLR,ECS,Female,Upper middle income,UMC,2009,BLR_2009_I2D2_HSS_V01_M_V03_A.dta,I2D2,5494740,0.14,0.14,0.56,0.16,0.75,0.71,,,,2711641,0.76,0.76,0.56,,0.74,0.97,0.03,0.93,0.07,0.99,0.0,0.0,0.01,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.07,0.7,0.23,12.53,,40.65,40.8,,,,40.81,41.76,39.94,107.0,86.0,0.14,88.0
21,Belarus,BLR,ECS,Female,Upper middle income,UMC,2010,BLR_2010_I2D2_HSS_V01_M_V03_A.dta,I2D2,5480119,0.15,0.12,0.57,0.16,0.74,0.69,,,,2664982,0.76,0.76,0.57,,0.74,0.97,0.03,0.88,0.12,0.99,0.0,0.0,0.01,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05,0.71,0.24,12.68,,40.95,41.29,,,,41.27,43.0,43.56,95.0,79.0,0.13,85.0
22,Belize,BLZ,LCN,Female,Upper middle income,UMC,1993,BLZ_1993_I2D2_LFS.dta,I2D2,104385,0.42,0.2,0.33,0.05,0.52,0.53,,,,20717,0.38,0.38,0.43,0.01,0.35,0.92,0.08,0.87,0.13,0.78,0.16,0.03,0.03,0.19,,,,,0.0,0.04,0.14,0.82,0.0,0.12,0.01,0.0,0.29,0.02,0.05,0.35,0.12,0.96,0.96,0.72,0.02,0.03,0.15,0.95,0.59,0.77,0.78,0.08,0.01,0.19,0.15,0.22,0.01,0.08,0.01,0.24,0.0,39.22,0.28,0.16,3.56,563.22,434.5,538.78,608.3,0.05,0.04,8.21,7.0,,,0.07,0.59,0.25,0.09,7.77,0.61,23.19,32.41,34.82,30.01,32.71,30.5,38.83,40.56,54.0,40.0,0.05,36.0
23,Belize,BLZ,LCN,Female,Upper middle income,UMC,1994,BLZ_1994_I2D2_LFS.dta,I2D2,107113,0.43,0.19,0.34,0.05,0.49,0.52,,,,19966,0.36,0.36,0.42,0.01,0.33,0.92,0.08,0.84,0.16,0.76,0.17,0.05,0.02,0.21,,,,,0.0,0.05,0.12,0.83,0.0,0.11,0.01,0.0,0.31,0.03,0.06,0.31,0.13,0.95,0.93,0.71,0.03,0.02,0.15,0.92,0.44,0.83,0.77,0.1,0.02,0.2,0.16,0.21,0.02,0.04,0.05,0.21,0.0,39.57,0.23,0.14,3.41,586.58,651.75,477.95,651.75,0.05,0.04,8.34,7.1,,,0.08,0.58,0.25,0.09,7.71,0.64,23.21,32.51,31.51,31.98,32.78,30.98,37.12,40.4,45.0,28.0,0.04,24.0
24,Belize,BLZ,LCN,Female,Upper middle income,UMC,1996,BLZ_1996_I2D2_LFS.dta,I2D2,111067,0.41,0.19,0.34,0.05,0.51,0.54,,,,20574,0.35,0.35,0.45,0.01,0.31,0.89,0.11,0.79,0.21,0.77,0.16,0.04,0.04,0.2,,,,,0.0,0.05,0.13,0.82,0.0,0.1,0.01,0.01,0.33,0.04,0.05,0.4,0.01,0.95,0.95,0.6,0.03,0.03,0.13,0.94,0.63,0.68,0.77,0.09,0.02,0.2,0.17,0.19,0.01,0.04,0.02,0.25,0.0,37.66,0.34,0.13,4.17,564.85,298.72,651.75,760.38,0.05,0.05,7.37,6.27,,,0.08,0.56,0.27,0.1,7.66,0.87,23.96,33.52,34.14,32.53,33.48,31.91,38.1,42.91,70.0,61.0,0.06,50.0
25,Belize,BLZ,LCN,Female,Upper middle income,UMC,1997,BLZ_1997_I2D2_LFS.dta,I2D2,115432,0.41,0.19,0.34,0.05,0.49,0.53,,,,24044,0.39,0.39,0.41,0.02,0.34,0.87,0.13,0.75,0.25,0.72,0.2,0.04,0.04,0.24,,,,,0.0,0.06,0.15,0.79,0.0,0.14,0.01,0.01,0.3,0.02,0.05,0.29,0.13,0.94,0.94,0.66,0.03,0.03,0.18,0.93,0.55,0.55,0.77,0.11,0.03,0.15,0.15,0.23,0.01,0.06,0.01,0.25,0.0,38.16,0.33,0.16,3.89,651.75,338.91,630.03,651.75,0.05,0.04,8.4,7.16,,,0.05,0.6,0.25,0.1,8.07,0.88,23.87,33.84,34.09,34.42,33.81,31.77,38.43,44.2,43.0,24.0,0.04,22.0
26,Belize,BLZ,LCN,Female,Upper middle income,UMC,1998,BLZ_1998_I2D2_LFS.dta,I2D2,121465,0.4,0.2,0.35,0.05,0.5,0.55,,,,26393,0.39,0.39,0.38,0.02,0.34,0.87,0.13,0.76,0.24,0.74,0.17,0.04,0.05,0.22,,,,,0.0,0.05,0.11,0.84,0.0,0.1,0.01,0.0,0.35,0.02,0.04,0.31,0.11,0.95,0.93,0.7,0.03,0.04,0.17,0.92,0.58,0.63,0.76,0.12,0.03,0.17,0.15,0.18,0.01,0.06,0.02,0.26,0.0,38.58,0.37,0.16,3.91,651.75,347.6,651.75,651.75,0.05,0.04,8.22,7.0,,,0.06,0.56,0.28,0.1,8.15,0.88,24.1,33.75,32.54,32.99,33.93,31.52,39.62,41.43,55.0,42.0,0.05,38.0
27,Belize,BLZ,LCN,Female,Upper middle income,UMC,1999,BLZ_1999_I2D2_LFS.dta,I2D2,121962,0.4,0.2,0.35,0.05,0.48,0.55,,,,27328,0.41,0.41,0.36,0.02,0.35,0.86,0.14,0.75,0.25,0.73,0.21,0.03,0.03,0.24,,,,,0.0,0.06,0.12,0.82,0.0,0.11,0.0,0.01,0.33,0.02,0.04,0.32,0.11,0.94,0.92,0.68,0.02,0.02,0.2,0.91,0.66,0.48,0.77,0.16,0.04,0.16,0.13,0.17,0.0,0.04,0.02,0.27,0.0,39.33,0.29,0.17,3.75,630.03,260.7,603.96,651.75,0.05,0.04,7.74,6.6,,,0.06,0.56,0.28,0.1,8.16,0.89,24.39,33.57,32.41,35.64,33.34,31.64,38.7,39.08,45.0,28.0,0.04,24.0
28,Bolivia,BOL,LCN,Female,Lower middle income,LMC,1997,BOL_1997_I2D2_ENE_V01_M_V03_A.dta,I2D2,3946406,0.38,0.19,0.38,0.06,0.62,0.57,,,,1359979,0.6,0.6,0.17,0.08,0.6,0.99,0.01,0.98,0.02,0.25,0.33,0.4,0.02,0.73,,,,,0.0,0.39,0.12,0.5,0.0,0.11,0.0,0.0,0.28,0.01,0.02,0.01,0.18,0.61,0.57,0.25,0.07,0.02,0.28,0.42,0.02,0.27,0.43,0.01,0.02,0.08,0.04,0.27,0.38,0.09,0.0,0.1,0.0,40.03,0.4,0.29,3.75,543.13,405.7,543.13,543.13,0.08,0.03,10.96,3.79,,,0.16,0.45,0.25,0.13,6.51,0.89,25.46,35.01,35.35,33.52,35.08,31.59,36.04,40.35,46.0,29.0,0.04,24.0
29,Bolivia,BOL,LCN,Female,Lower middle income,LMC,1999,BOL_1999_I2D2_ECH_V01_M_V03_A.dta,I2D2,4040935,0.38,0.19,0.39,0.05,0.63,0.58,,,,1462242,0.63,0.63,0.17,0.1,0.6,0.95,0.05,0.9,0.1,0.26,0.41,0.32,0.02,0.73,0.89,,,0.11,0.0,0.35,0.12,0.52,0.01,0.11,0.0,0.0,0.31,0.01,0.03,0.01,0.17,0.65,0.61,0.25,0.06,0.02,0.32,0.45,0.02,0.28,0.41,0.01,0.05,0.04,0.04,0.27,0.35,0.11,0.0,0.12,0.0,42.33,0.37,0.32,4.47,752.55,338.29,470.35,795.68,0.08,0.03,13.81,4.78,,,0.16,0.43,0.25,0.16,6.75,0.9,25.48,35.93,37.17,33.98,35.55,32.2,37.16,39.97,37.0,17.0,0.03,10.0
